,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
96,2020-07-31,317.4201035084064,224.52515105388056,395.8091809107826,317.4201035084064,317.4201035084064,-7.7624270946440435,-7.7624270946440435,-7.7624270946440435,-7.7624270946440435,-7.7624270946440435,-7.7624270946440435,0.0,0.0,0.0,309.6576764137623
97,2020-08-03,323.22630100607347,229.92787953707034,404.80720148796684,323.22630100607347,323.22630100607347,-5.865172059119141,-5.865172059119141,-5.865172059119141,-5.865172059119141,-5.865172059119141,-5.865172059119141,0.0,0.0,0.0,317.36112894695435
98,2020-08-04,325.1617001719625,238.99976321901943,409.8845502294248,325.1617001719625,325.1617001719625,-2.385019415285294,-2.385019415285294,-2.385019415285294,-2.385019415285294,-2.385019415285294,-2.385019415285294,0.0,0.0,0.0,322.7766807566772
99,2020-08-05,327.09709933785155,239.31312923345163,408.07442678760714,327.09709933785155,327.09709933785155,-3.495170770009391,-3.495170770009391,-3.495170770009391,-3.495170770009391,-3.495170770009391,-3.495170770009391,0.0,0.0,0.0,323.60192856784215
100,2020-08-06,329.03249850374056,236.44459205713517,411.9259038572869,329.03249850374056,329.03249850374056,-3.8442675055471445,-3.8442675055471445,-3.8442675055471445,-3.8442675055471445,-3.8442675055471445,-3.8442675055471445,0.0,0.0,0.0,325.18823099819343
101,2020-08-07,330.96789766962956,241.43092791807803,407.944588037091,330.96789766962956,330.96789766962956,-7.7624270946132485,-7.7624270946132485,-7.7624270946132485,-7.7624270946132485,-7.7624270946132485,-7.7624270946132485,0.0,0.0,0.0,323.2054705750163
102,2020-08-10,336.77409516729665,245.51827535872522,414.59962288305445,336.77409516729665,336.77409516729665,-5.865172059112149,-5.865172059112149,-5.865172059112149,-5.865172059112149,-5.865172059112149,-5.865172059112149,0.0,0.0,0.0,330.9089231081845
103,2020-08-11,338.70949433318566,246.77692990280323,425.0737209904413,338.70949433318566,338.70949433318566,-2.3850194152895354,-2.3850194152895354,-2.3850194152895354,-2.3850194152895354,-2.3850194152895354,-2.3850194152895354,0.0,0.0,0.0,336.3244749178961
104,2020-08-12,340.6448966899162,256.26533881179193,423.06321037185,340.6448966899162,340.6448966899162,-3.4951707700105836,-3.4951707700105836,-3.4951707700105836,-3.4951707700105836,-3.4951707700105836,-3.4951707700105836,0.0,0.0,0.0,337.1497259199056
105,2020-08-13,342.58029904664676,256.52193192841065,425.03085956009795,342.58029904664676,342.58029904664676,-3.8442675055148166,-3.8442675055148166,-3.8442675055148166,-3.8442675055148166,-3.8442675055148166,-3.8442675055148166,0.0,0.0,0.0,338.7360315411319
